# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "00ref/UCSC_hg19_chr19_gene_annotation.gtf" "-o" "08feature_count/out_counts.txt" "04align_out/adrenalAligned.sortedByCoord.out.bam" "04align_out/brainAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	04align_out/adrenalAligned.sortedByCoord.out.bam	04align_out/brainAligned.sortedByCoord.out.bam
PEPD	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	33877855;33877855;33877855;33878796;33878796;33878796;33882201;33882201;33882201;33892627;33892627;33892627;33902578;33902578;33902578;33904481;33904481;33904481;33953901;33953901;33954893;33954893;33968952;33968952;33968952;33980902;33980902;33980902;33984196;33984196;33984196;33991844;33991844;34001934;34001934;34003499;34003499;34003499;34012650;34012650;34012650	33878387;33878387;33878387;33878987;33878987;33878987;33882385;33882385;33882385;33892775;33892775;33892775;33902655;33902655;33902655;33904549;33904549;33904549;33953947;33953947;33954968;33954968;33968996;33968996;33968996;33980963;33980963;33980963;33984243;33984243;33984243;33991907;33991907;34002061;34002061;34003682;34003682;34003682;34012799;34012799;34012799	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2010	0	0
CHST8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34112861;34112873;34158673;34175434;34180082;34180082;34180082;34262318;34262318;34262318;34262862;34262862;34262862	34113202;34113202;34158749;34176105;34180297;34180297;34180297;34262355;34262355;34262355;34264414;34264414;34264414	+;+;+;+;+;+;+;+;+;+;+;+;+	2898	0	0
KCTD15	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34287751;34287751;34287751;34289573;34289573;34289576;34291333;34291333;34291333;34292072;34292072;34292072;34297768;34297768;34297768;34302152;34302152;34302152;34302696;34303695;34303695	34287892;34287892;34287892;34289671;34289671;34289671;34291425;34291425;34291425;34292247;34292247;34292247;34297912;34297912;34297912;34302457;34302457;34302457;34306666;34306666;34306666	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4932	0	0
LSM14A	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34663352;34663352;34685383;34685383;34687539;34687539;34699834;34699834;34706029;34706029;34706501;34706501;34710296;34710296;34710611;34710611;34712412;34712412;34717313;34718270;34718270	34663668;34663668;34685546;34685546;34687668;34687668;34699956;34699956;34706205;34706205;34706566;34706566;34710478;34710478;34710782;34710782;34712643;34712643;34717369;34720420;34720420	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3772	0	0
KIAA0355	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34745456;34790584;34810812;34818326;34818676;34818895;34821094;34824609;34830772;34832327;34838782;34839921;34842419;34843552	34745519;34791873;34811021;34818466;34818771;34819056;34821252;34824706;34830897;34833360;34838947;34840058;34842497;34846471	+;+;+;+;+;+;+;+;+;+;+;+;+;+	6683	0	0
GPI	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34855645;34856032;34856165;34857250;34857250;34857688;34857688;34859488;34859488;34868408;34868640;34868640;34869839;34869839;34870423;34870423;34872371;34872371;34884153;34884153;34884633;34884633;34884819;34884819;34887206;34887206;34887486;34887486;34890112;34890112;34890461;34890461;34890624;34890624;34890806;34890806	34855924;34856293;34856293;34857340;34857340;34857756;34857756;34859607;34859607;34868491;34868786;34868786;34869910;34869910;34870467;34870467;34872424;34872424;34884213;34884213;34884676;34884676;34884971;34884971;34887335;34887335;34887562;34887562;34890240;34890240;34890536;34890536;34890690;34890690;34893318;34893318	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4474	0	0
PDCD2L	chr19;chr19;chr19;chr19;chr19;chr19;chr19	34895303;34895554;34895835;34900066;34904642;34912424;34916895	34895443;34895720;34895895;34900415;34904752;34912572;34917072	+;+;+;+;+;+;+	1157	0	0
UBA2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34919268;34921481;34922766;34924253;34925773;34929550;34934749;34935905;34941170;34942886;34945165;34945349;34949674;34951375;34954931;34957783;34959945	34919475;34921564;34922836;34924317;34925873;34929671;34934816;34936026;34941269;34943052;34945258;34945461;34949829;34951471;34955036;34957919;34960798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2665	0	0
WTIP	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	34972880;34981281;34983942;34984168;34984397;34985491;34986608;34991034	34973546;34981382;34984009;34984230;34984527;34985542;34986676;34992085	+;+;+;+;+;+;+;+	2204	0	0
SCGB1B2P	chr19;chr19;chr19	35067638;35068171;35068448	35067899;35068361;35068596	-;-;-	602	0	0
SCGB2B2	chr19;chr19;chr19	35084346;35085080;35085408	35084504;35085264;35085490	-;-;-	427	0	0
SCGB2B3P	chr19	35136778	35136957	+	180	0	0
ZNF302	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35168567;35168567;35169642;35169642;35173682;35173682;35174060;35174060;35175157;35175157	35168761;35168738;35169718;35169718;35173802;35173802;35174143;35174143;35177302;35177302	+;+;+;+;+;+;+;+;+;+	2623	0	0
ZNF181	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35225480;35225480;35230053;35230053;35230428;35230431;35231516;35231516	35225951;35225951;35230173;35230173;35230526;35230526;35233774;35233774	+;+;+;+;+;+;+;+	2951	0	0
ZNF599	chr19;chr19;chr19;chr19	35248979;35258221;35260334;35263729	35251464;35258316;35260460;35264134	-;-;-;-	3115	0	0
LOC400685	chr19;chr19;chr19;chr19;chr19;chr19	35307058;35309491;35320068;35321310;35323234;35323629	35308394;35309670;35320157;35321430;35323440;35323773	-;-;-;-;-;-	2080	0	0
LOC100652909	chr19;chr19;chr19	35382933;35384248;35389758	35383200;35384360;35389847	-;-;-	471	0	0
ZNF30	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35417807;35417807;35417807;35417807;35420788;35420788;35420788;35420788;35422747;35422747;35422747;35422747;35424529;35424529;35424532;35424532;35433498;35434127;35434127;35434127;35434127	35418186;35418120;35418120;35418120;35420860;35420860;35420860;35420860;35422897;35422897;35422897;35422897;35424627;35424627;35424627;35424627;35433577;35436076;35436076;35436076;35436076	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2733	0	0
ZNF792	chr19;chr19;chr19;chr19	35447258;35451139;35451772;35454534	35450475;35451261;35451898;35454953	-;-;-;-	3888	0	0
GRAMD1A	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35491246;35491246;35500023;35500023;35500327;35500792;35500792;35500996;35500996;35501188;35501188;35502378;35502378;35504160;35504160;35504445;35504445;35505093;35505093;35506728;35506728;35510095;35510095;35510295;35510295;35512406;35512406;35512595;35512595;35512855;35512855;35513804;35514140;35514140;35514331;35514331;35516953;35516953	35491390;35491390;35500233;35500233;35500347;35500876;35500876;35501099;35501099;35501283;35501283;35502458;35502458;35504272;35504272;35504595;35504595;35505291;35505291;35506871;35506871;35510213;35510213;35510437;35510437;35512509;35512509;35512768;35512768;35512942;35512942;35513815;35514247;35514247;35514451;35514451;35517373;35517373	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2640	0	0
SCN1B	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35521592;35521592;35523432;35523432;35524403;35524403;35530021;35530539;35530701	35521764;35521764;35523598;35523598;35524643;35525174;35530162;35530610;35531353	+;+;+;+;+;+;+;+;+	1979	0	0
HPN	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35531410;35531410;35532626;35532626;35533357;35540194;35540194;35540379;35540379;35550577;35550577;35550778;35550778;35551033;35551033;35551251;35551251;35551531;35551531;35556154;35556154;35556443;35556443;35556772;35556772;35557153;35557153	35531449;35531449;35532776;35533426;35533426;35540295;35540295;35540420;35540420;35550706;35550706;35550900;35550900;35551073;35551073;35551416;35551416;35551721;35551721;35556249;35556249;35556585;35556585;35556936;35556936;35557477;35557477	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2365	0	0
LOC100128675	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35549963;35563705;35570441;35577860;35577860;35590109;35597133;35597133	35550682;35567080;35570557;35578004;35578004;35590291;35597208;35597175	-;-;-;-;-;-;-;-	4617	0	0
FXYD3	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35606732;35606732;35606732;35606732;35606732;35606732;35606732;35606732;35607168;35607168;35607168;35607168;35607168;35607168;35607168;35607168;35608161;35610072;35610072;35610072;35610072;35610267;35610267;35610267;35610267;35610267;35610267;35610267;35610267;35611982;35611982;35611982;35611982;35611982;35611982;35611982;35611982;35612126;35612126;35612126;35612126;35612126;35612126;35612126;35612126;35613669;35613669;35613669;35613669;35613669;35613669;35613822;35613822;35613822;35614175;35614175;35614175;35614175;35614175;35614345;35614345;35614345;35614345;35614345	35606863;35606863;35606863;35606863;35606863;35606863;35606863;35606863;35607263;35607263;35607263;35607263;35607263;35607263;35607263;35607263;35608282;35610155;35610155;35610155;35610155;35610320;35610320;35610320;35610320;35610320;35610320;35610320;35610320;35612014;35612014;35612014;35612014;35612014;35612014;35612014;35612014;35612149;35612569;35612569;35612149;35612149;35612149;35612149;35612149;35613743;35613743;35613743;35613858;35614107;35613858;35613858;35613858;35613858;35614212;35614212;35614212;35614212;35614212;35615228;35615228;35615228;35615228;35615228	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2326	0	0
LGI4	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35615417;35617174;35617757;35622290;35622693;35622875;35624597;35624937;35625415	35616411;35617679;35617921;35622459;35622764;35622946;35624668;35625008;35626178	-;-;-;-;-;-;-;-;-	2888	0	0
FXYD1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35629732;35630392;35630980;35630980;35631501;35631501;35632036;35632036;35632440;35632440;35633376;35633376;35633624;35633624;35633821;35633821	35629798;35630492;35631044;35631044;35631533;35631533;35632110;35632110;35632476;35632476;35633425;35633425;35633675;35633675;35633954;35633954	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	614	0	0
FXYD7	chr19;chr19;chr19;chr19;chr19;chr19	35634154;35639597;35642157;35642343;35642536;35644797	35634268;35639626;35642231;35642385;35642576;35645205	+;+;+;+;+;+	713	0	0
FXYD5	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35645625;35645672;35645672;35645845;35646454;35646454;35646454;35648324;35648324;35648324;35648324;35649247;35649247;35649247;35649247;35651612;35651612;35651612;35651612;35655059;35655059;35655059;35655059;35657045;35657045;35657045;35657045;35657154;35657154;35657154;35657154;35660469;35660469;35660469;35660469	35645712;35646514;35645772;35645935;35646514;35646514;35646514;35648404;35648404;35648404;35648404;35649303;35649303;35649303;35649303;35651704;35651704;35651704;35651704;35655148;35655148;35655148;35655148;35657074;35657074;35657074;35657074;35657228;35657228;35657228;35657228;35660788;35660788;35660788;35660788	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1636	0	0
FAM187B	chr19;chr19	35715704;35718862	35716115;35719628	-;-	1179	0	0
LSR	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35739559;35739559;35739559;35741218;35741218;35741218;35749848;35749848;35749848;35752828;35753449;35753449;35757262;35757262;35757262;35757582;35757582;35757582;35757739;35757739;35757739;35758012;35758012;35758012;35758727;35758727;35758727	35740034;35740034;35740034;35741562;35741562;35741562;35749967;35749967;35749967;35752884;35753595;35753595;35757435;35757435;35757435;35757641;35757641;35757641;35757870;35757870;35757870;35758637;35758637;35758637;35758867;35758867;35758867	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2278	0	0
USF2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35759896;35759896;35760349;35760349;35760484;35760484;35760706;35761350;35761350;35761621;35761621;35761986;35761986;35769601;35769601;35769849;35769849;35770070;35770070	35760066;35760066;35760395;35760395;35760602;35760602;35760906;35761500;35761500;35761708;35761708;35762044;35762044;35769695;35769695;35769977;35769977;35770718;35770718	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1709	0	0
HAMP	chr19;chr19;chr19	35773410;35775692;35775841	35773570;35775751;35776045	+;+;+	426	0	0
MAG	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35782989;35782989;35782989;35785138;35785138;35785138;35786289;35786289;35786358;35786516;35786516;35786516;35790457;35790457;35790457;35791050;35791050;35791050;35793351;35793351;35793351;35800777;35800777;35800777;35801450;35801450;35801450;35802821;35802821;35802821;35803184;35804193;35804193;35804193	35783107;35783107;35783107;35785193;35785193;35785193;35786357;35786357;35786413;35786884;35786884;35786884;35790753;35790753;35790753;35791307;35791307;35791307;35793611;35793611;35793611;35801064;35801064;35801064;35801546;35801546;35801546;35802920;35802920;35802920;35803228;35804709;35804709;35804709	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2532	0	0
CD22	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35820072;35820072;35820072;35820072;35822922;35822922;35822922;35822922;35823450;35823450;35823450;35823450;35826939;35826939;35826939;35826939;35828658;35828658;35828658;35829071;35829071;35831784;35831784;35831784;35831784;35832246;35832246;35832246;35832246;35832605;35832605;35832605;35832605;35835732;35835732;35835732;35835732;35835954;35835954;35835954;35835954;35836505;35836505;35836505;35837054;35837054;35837054;35837054;35837469;35837469;35837469;35837469	35820133;35820133;35820133;35820133;35822977;35822977;35822977;35822977;35823827;35823827;35823827;35823827;35827244;35827244;35827244;35827244;35828924;35828924;35828924;35829334;35829334;35832041;35832041;35832041;35832041;35832509;35832509;35832509;35832509;35832868;35832868;35832868;35832868;35835828;35835828;35835828;35835828;35836029;35836029;35836029;35836029;35836623;35836623;35836623;35837138;35837138;35837138;35837138;35838264;35838264;35838264;35838264	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3292	0	0
FFAR1	chr19	35842445	35843367	+	923	0	0
FFAR3	chr19;chr19	35849488;35849782	35849551;35851389	+;+	1672	0	0
LOC100128682	chr19;chr19;chr19;chr19;chr19	35896509;35897487;35900188;35902064;35907381	35896583;35900053;35900374;35902184;35907742	+;+;+;+;+	3312	0	0
FFAR2	chr19	35940617	35942669	+	2053	0	0
KRTDAP	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35978226;35978226;35978614;35978614;35979343;35979343;35979564;35979704;35979704;35981258;35981258	35978368;35978368;35978661;35978661;35979387;35979387;35979605;35979742;35979742;35981433;35981433	-;-;-;-;-;-;-;-;-;-;-	493	0	0
DMKN	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	35988119;35988119;35988119;35988119;35988119;35988119;35988549;35989618;35989618;35989618;35989618;35989618;35989618;35989776;35989776;35989776;35989776;35989776;35989776;35990860;35990860;35990860;35990860;35990860;35990860;35991280;35991280;35991435;35991435;35991435;35991435;35991435;35991435;35992725;35993038;35993038;35993038;35993038;35993038;35993732;35993732;35993732;35993732;35993732;35994206;35994206;35994206;35994206;35996620;35996620;35996620;35996620;35996620;35996620;35996620;35996620;35996620;35996841;35996841;35996841;35996841;35996841;35996841;35996841;35996841;35996841;35997028;35997028;35997028;35998360;35998360;35999107;35999107;35999107;36000813;36000813;36000813;36000813;36000813;36000813;36000813;36000813;36001086;36001086;36001086;36001086;36001086;36001086;36001086;36001086;36001086;36001273;36001281;36002313;36002313;36002313;36002313;36002313;36002665;36002665;36002665;36002665;36002665;36002665;36002665;36003323;36003323;36003323;36003323;36003323;36003323;36003323;36003492;36003492;36003492;36003492;36003492;36003492;36003492;36003952;36003952;36003952;36003952;36003952;36003952;36003952	35988440;35988440;35988440;35988440;35988440;35988440;35988583;35989665;35989665;35989665;35989665;35989665;35989665;35989799;35989799;35989799;35989799;35989799;35989799;35990931;35990931;35990931;35990931;35990931;35990931;35991321;35991321;35991482;35991482;35991482;35991482;35991482;35991482;35992813;35993085;35993085;35993085;35993085;35993085;35993788;35993788;35993788;35993788;35993788;35994349;35994349;35994349;35994349;35996667;35996667;35996667;35996667;35996667;35996667;35996667;35996667;35996667;35996888;35996888;35996888;35996888;35996888;35996888;35996888;35996888;35996888;35997087;35997087;35997087;35998413;35998413;35999142;35999142;35999142;36000863;36000863;36000863;36000863;36000863;36000863;36000863;36000863;36001154;36001154;36001154;36001154;36001154;36001154;36001154;36001154;36001154;36001391;36001412;36002495;36002495;36002495;36002495;36002495;36002715;36002715;36002715;36002715;36002715;36002715;36002715;36003379;36003379;36003379;36003379;36003379;36003379;36003379;36003692;36003692;36003692;36003692;36003692;36003692;36003692;36004560;36004560;36004560;36004560;36004560;36004560;36004560	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2536	0	0
SBSN	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	36014269;36014269;36014269;36015613;36015613;36015613;36015761;36015761;36015761;36017546;36017546;36018809;36018809	36014435;36014435;36014435;36015657;36015657;36015657;36015826;36015826;36015826;36019253;36017779;36019253;36019253	-;-;-;-;-;-;-;-;-;-;-;-;-	1986	0	0
GAPDHS	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	36024314;36027715;36029209;36029479;36033221;36033392;36033847;36034242;36034567;36035811;36036000	36024496;36027892;36029305;36029585;36033311;36033510;36033928;36034393;36034729;36035908;36036221	+;+;+;+;+;+;+;+;+;+;+	1492	0	0
LOC100506469	chr19;chr19;chr19;chr19	36031640;36032653;36033813;36036839	36032486;36032976;36034175;36036931	-;-;-;-	1627	0	0
TMEM147	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	36036502;36036502;36036502;36036790;36036790;36037428;36037428;36037428;36037574;36037574;36037847;36037847;36038021;36038021;36038021;36038226;36038226;36038226	36036718;36036859;36036718;36036859;36036859;36037487;36037487;36037487;36037710;36037710;36037931;36037931;36038142;36038142;36038142;36038429;36038429;36038429	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	966	0	0
